UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
Q9BU02	THTPA	Thiamine-triphosphatase	Q9BU02	THTPA	79178	THTPA	HGNC:18987	THTPA	ENSG00000259431	THTPA	protein_coding	14	23980969	24028790	+	23511760	23560778	+
Q9BU40	CHRDL1	Chordin-like protein 1	Q9BU40	CHRDL1	91851	CHRDL1	HGNC:29861	CHRDL1	ENSG00000101938	CHRDL1	protein_coding	X	109917084	110039286	-	110673856	110795819	-
Q9BU68	PRR15L	Proline-rich protein 15-like protein	Q9BU68	PRR15L	79170	PRR15L	HGNC:28149	PRR15L	ENSG00000167183	PRR15L	protein_coding	17	46029334	46035243	-	47951967	47957883	-
Q9BU70	TRMO	tRNA (adenine(37)-N6)-methyltransferase	Q9BU70	TRMO	51531	TRMO	HGNC:30967	TRMO	ENSG00000136932	TRMO	protein_coding	9	100666772	100684852	-	97904489	97922500	-
Q9BU89	DOHH	Deoxyhypusine hydroxylase	Q9BU89	DOHH	83475	DOHH	HGNC:28662	DOHH	ENSG00000129932	DOHH	protein_coding	19	3490819	3500938	-	3490821	3500674	-
Q9BUA6	MYL10	Myosin regulatory light chain 10	Q9BUA6	MYL10	93408	MYL10	HGNC:29825	MYL10	ENSG00000106436	MYL10	protein_coding	7	101256605	101272576	-	101613330	101629296	-
Q9BUB5	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1	Q9BUB5	MKNK1	8569	MKNK1	HGNC:7110	MKNK1	ENSG00000079277	MKNK1	protein_coding	1	47023079	47082563	-	46557407	46616843	-
Q9BUD6	SPON2	Spondin-2	Q9BUD6	SPON2	10417	SPON2	HGNC:11253	SPON2	ENSG00000159674	SPON2	protein_coding	4	1160721	1202750	-	1166932	1208962	-
Q9BUH6	PAXX	Protein PAXX	Q9BUH6	PAXX	286257	PAXX	HGNC:27849	PAXX	ENSG00000310560	PAXX	protein_coding	9	139886870	139888428	+	136992422	136993984	+
Q9BUJ2	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	Q9BUJ2	HNRNPUL1	11100	HNRNPUL1	HGNC:17011	HNRNPUL1	ENSG00000105323	HNRNPUL1	protein_coding	19	41768391	41813811	+	41262496	41307787	+
Q9BUN1	MENT	Protein MENT	NA	NA	NA	NA	NA	NA	ENSG00000143443	NA	NA	1	NA	NA	NA	NA	NA	NA
Q9BUN5	CCDC28B	Coiled-coil domain-containing protein 28B	Q9BUN5	CCDC28B	79140	CCDC28B	HGNC:28163	CCDC28B	ENSG00000160050	CCDC28B	protein_coding	1	32666202	32670991	+	32200595	32205453	+
Q9BUP0	EFHD1	EF-hand domain-containing protein D1	Q9BUP0	EFHD1	80303	EFHD1	HGNC:29556	EFHD1	ENSG00000115468	EFHD1	protein_coding	2	233470767	233547491	+	232606057	232682776	+
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23	Q9BUQ8	DDX23	9416	DDX23	HGNC:17347	DDX23	ENSG00000174243	DDX23	protein_coding	12	49223539	49245957	-	48829756	48852842	-
Q9BUT1	BDH2	Dehydrogenase/reductase SDR family member 6	Q9BUT1	BDH2	56898	BDH2	HGNC:32389	BDH2	ENSG00000164039	BDH2	protein_coding	4	103998782	104021024	-	103066459	103099870	-
Q9BUV0	RSRP1	Arginine/serine-rich protein 1	Q9BUV0	RSRP1	57035	RSRP1	HGNC:25234	RSRP1	ENSG00000117616	RSRP1	protein_coding	1	25568740	25664656	-	25242249	25338213	-
Q9BUX1	CHAC1	Glutathione-specific gamma-glutamylcyclotransferase 1	Q9BUX1	CHAC1	79094	CHAC1	HGNC:28680	CHAC1	ENSG00000128965	CHAC1	protein_coding	15	41245636	41248717	+	40952962	40956512	+
Q9BV20	MRI1	Methylthioribose-1-phosphate isomerase	Q9BV20	MRI1	84245	MRI1	HGNC:28469	MRI1	ENSG00000037757	MRI1	protein_coding	19	13875337	13885096	+	13764522	13774282	+
Q9BV40	VAMP8	Vesicle-associated membrane protein 8	Q9BV40	VAMP8	8673	VAMP8	HGNC:12647	VAMP8	ENSG00000118640	VAMP8	protein_coding	2	85804614	85809156	+	85561562	85582031	+
Q9BV57	ADI1	Acireductone dioxygenase	Q9BV57	ADI1	55256	ADI1	HGNC:30576	ADI1	ENSG00000182551	ADI1	protein_coding	2	3501690	3523350	-	3497366	3519531	-
Q9BV73	CEP250	Centrosome-associated protein CEP250	Q9BV73	CEP250	11190	CEP250	HGNC:1859	CEP250	ENSG00000126001	CEP250	protein_coding	20	34042996	34099803	+	35455164	35519280	+
Q9BV79	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	Q9BV79	MECR	51102	MECR	HGNC:19691	MECR	ENSG00000116353	MECR	protein_coding	1	29519385	29557454	-	29192657	29230942	-
Q9BV94	EDEM2	ER degradation-enhancing alpha-mannosidase-like protein 2	NA	EDEM2	55741	EDEM2	HGNC:15877	EDEM2	ENSG00000088298	EDEM2	protein_coding	20	33703160	33865960	-	35115364	35147336	-
Q9BVA0	KATNB1	Katanin p80 WD40 repeat-containing subunit B1	Q9BVA0	KATNB1	10300	KATNB1	HGNC:6217	KATNB1	ENSG00000140854	KATNB1	protein_coding	16	57769660	57791162	+	57735739	57757244	+
Q9BVC3	DSCC1	Sister chromatid cohesion protein DCC1	Q9BVC3	DSCC1	79075	DSCC1	HGNC:24453	DSCC1	ENSG00000136982	DSCC1	protein_coding	8	120846181	120868170	-	119833976	119855894	-
Q9BVG8	KIFC3	Kinesin-like protein KIFC3	Q9BVG8	KIFC3	3801	KIFC3	HGNC:6326	KIFC3	ENSG00000140859	KIFC3	protein_coding	16	57792129	57896733	-	57758217	57863053	-
Q9BVI0	PHF20	PHD finger protein 20	Q9BVI0	PHF20	51230	PHF20	HGNC:16098	PHF20	ENSG00000025293	PHF20	protein_coding	20	34359923	34538288	+	35771974	35950370	+
Q9BVL4	SELENOO	Protein adenylyltransferase SelO, mitochondrial	NA	NA	NA	NA	NA	NA	ENSG00000073169	NA	NA	22	NA	NA	NA	NA	NA	NA
Q9BVM4	GGACT	Gamma-glutamylaminecyclotransferase	Q9BVM4	GGACT	87769	GGACT	HGNC:25100	GGACT	ENSG00000134864	GGACT	protein_coding	13	101182418	101241046	-	100530164	100589528	-
Q9BVN2	RUSC1	AP-4 complex accessory subunit RUSC1	Q9BVN2	RUSC1	23623	RUSC1	HGNC:17153	RUSC1	ENSG00000160753	RUSC1	protein_coding	1	155290640	155300909	+	155320894	155331114	+
Q9BVS4	RIOK2	Serine/threonine-protein kinase RIO2	Q9BVS4	RIOK2	55781	RIOK2	HGNC:18999	RIOK2	ENSG00000058729	RIOK2	protein_coding	5	96496571	96519005	-	97160867	97183247	-
Q9BVV6	KIAA0586	Protein TALPID3	Q9BVV6	KIAA0586	9786	KIAA0586	HGNC:19960	KIAA0586	ENSG00000100578	KIAA0586	protein_coding	14	58894103	59015549	+	58427385	58551297	+
Q9BW04	SARG	Specifically androgen-regulated gene protein	NA	NA	NA	NA	NA	NA	ENSG00000182795	NA	NA	1	NA	NA	NA	NA	NA	NA
Q9BW19	KIFC1	Kinesin-like protein KIFC1	Q9BW19	KIFC1	3833	KIFC1	HGNC:6389	KIFC1	ENSG00000237649	KIFC1	protein_coding	6	33359313	33377699	+	33391823	33409896	+
Q9BW30	TPPP3	Tubulin polymerization-promoting protein family member 3	Q9BW30	TPPP3	51673	TPPP3	HGNC:24162	TPPP3	ENSG00000159713	TPPP3	protein_coding	16	67423712	67427421	-	67389809	67393518	-
Q9BW61	DDA1	DET1- and DDB1-associated protein 1	Q9BW61	DDA1	79016	DDA1	HGNC:28360	DDA1	ENSG00000130311	DDA1	protein_coding	19	17420337	17434106	+	17309518	17323298	+
Q9BW62	KATNAL1	Katanin p60 ATPase-containing subunit A-like 1	Q9BW62	KATNAL1	84056	KATNAL1	HGNC:28361	KATNAL1	ENSG00000102781	KATNAL1	protein_coding	13	30776767	30881624	-	30202630	30307551	-
Q9BW66	CINP	Cyclin-dependent kinase 2-interacting protein	Q9BW66	CINP	51550	CINP	HGNC:23789	CINP	ENSG00000100865	CINP	protein_coding	14	102808956	102829253	-	102341102	102362916	-
Q9BW85	YJU2	Splicing factor YJU2	Q9BW85	YJU2	55702	YJU2	HGNC:25518	YJU2	ENSG00000105248	YJU2	protein_coding	19	4247111	4269085	+	4247080	4269088	+
Q9BWP8	COLEC11	Collectin-11	Q9BWP8	COLEC11	78989	COLEC11	HGNC:17213	COLEC11	ENSG00000118004	COLEC11	protein_coding	2	3642422	3692234	+	3594832	3644644	+
Q9BWT6	MND1	Meiotic nuclear division protein 1 homolog	Q9BWT6	MND1	84057	MND1	HGNC:24839	MND1	ENSG00000121211	MND1	protein_coding	4	154265801	154336247	+	153344649	153415118	+
Q9BWU1	CDK19	Cyclin-dependent kinase 19	Q9BWU1	CDK19	23097	CDK19	HGNC:19338	CDK19	ENSG00000155111	CDK19	protein_coding	6	110931181	111136837	-	110609978	110815958	-
Q9BWV1	BOC	Brother of CDO	Q9BWV1	BOC	91653	BOC	HGNC:17173	BOC	ENSG00000144857	BOC	protein_coding	3	112930412	113006305	+	113211003	113287459	+
Q9BWW9	APOL5	Apolipoprotein L5	Q9BWW9	APOL5	80831	APOL5	HGNC:14869	APOL5	ENSG00000128313	APOL5	protein_coding	22	36113919	36125529	+	35717872	35729483	+
Q9BX10	GTPBP2	GTP-binding protein 2	Q9BX10	GTPBP2	54676	GTPBP2	HGNC:4670	GTPBP2	ENSG00000172432	GTPBP2	protein_coding	6	43588218	43596936	-	43605316	43629264	-
Q9BX63	BRIP1	Fanconi anemia group J protein	Q9BX63	BRIP1	83990	BRIP1	HGNC:20473	BRIP1	ENSG00000136492	BRIP1	protein_coding	17	59756547	59940920	-	61679139	61863559	-
Q9BX66	SORBS1	Sorbin and SH3 domain-containing protein 1	Q9BX66	SORBS1	10580	SORBS1	HGNC:14565	SORBS1	ENSG00000095637	SORBS1	protein_coding	10	97071530	97321171	-	95311771	95561414	-
Q9BX67	JAM3	Junctional adhesion molecule C	Q9BX67	JAM3	83700	JAM3	HGNC:15532	JAM3	ENSG00000166086	JAM3	protein_coding	11	133938820	134021652	+	134069071	134152001	+
Q9BX70	BTBD2	BTB/POZ domain-containing protein 2	Q9BX70	BTBD2	55643	BTBD2	HGNC:15504	BTBD2	ENSG00000133243	BTBD2	protein_coding	19	1985447	2015702	-	1985438	2015714	-
Q9BXD5	NPL	N-acetylneuraminate lyase	Q9BXD5	NPL	80896	NPL	HGNC:16781	NPL	ENSG00000135838	NPL	protein_coding	1	182758584	182799519	+	182789293	182830384	+
Q9BXF3	CECR2	Chromatin remodeling regulator CECR2	Q9BXF3	CECR2	27443	CECR2	HGNC:1840	CECR2	ENSG00000099954	CECR2	protein_coding	22	17840839	18033845	+	17359949	17558151	+
Q9BXF6	RAB11FIP5	Rab11 family-interacting protein 5	Q9BXF6	RAB11FIP5	26056	RAB11FIP5	HGNC:24845	RAB11FIP5	ENSG00000135631	RAB11FIP5	protein_coding	2	73300510	73340146	-	73073382	73156721	-
Q9BXF9	TEKT3	Tektin-3	Q9BXF9	TEKT3	64518	TEKT3	HGNC:14293	TEKT3	ENSG00000125409	TEKT3	protein_coding	17	15207129	15244958	-	15303811	15341632	-
Q9BXG8	SPZ1	Spermatogenic leucine zipper protein 1	Q9BXG8	SPZ1	84654	SPZ1	HGNC:30721	SPZ1	ENSG00000164299	SPZ1	protein_coding	5	79615790	79617660	+	80320002	80321842	+
Q9BXI3	NT5C1A	Cytosolic 5'-nucleotidase 1A	Q9BXI3	NT5C1A	84618	NT5C1A	HGNC:17819	NT5C1A	ENSG00000116981	NT5C1A	protein_coding	1	40124793	40137710	-	39651229	39672107	-
Q9BXI9	C1QTNF6	Complement C1q tumor necrosis factor-related protein 6	Q9BXI9	C1QTNF6	114904	C1QTNF6	HGNC:14343	C1QTNF6	ENSG00000133466	C1QTNF6	protein_coding	22	37576206	37594341	-	37180166	37199385	-
Q9BXJ0	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	Q9BXJ0	C1QTNF5	114902	C1QTNF5	HGNC:14344	C1QTNF5	ENSG00000223953	C1QTNF5	protein_coding	11	NA	NA	NA	119338942	119346705	-
Q9BXJ1	C1QTNF1	Complement C1q tumor necrosis factor-related protein 1	Q9BXJ1	C1QTNF1	114897	C1QTNF1	HGNC:14324	C1QTNF1	ENSG00000173918	C1QTNF1	protein_coding	17	77019016	77045870	+	79022814	79049788	+
Q9BXJ7	AMN	Protein amnionless	Q9BXJ7	AMN	81693	AMN	HGNC:14604	AMN	ENSG00000166126	AMN	protein_coding	14	103388993	103397179	+	102922663	102933596	+
Q9BXN1	ASPN	Asporin	Q9BXN1	ASPN	54829	ASPN	HGNC:14872	ASPN	ENSG00000106819	ASPN	protein_coding	9	95218489	95244844	-	92456205	92482506	-
Q9BXN2	CLEC7A	C-type lectin domain family 7 member A	Q9BXN2	CLEC7A	64581	CLEC7A	HGNC:14558	CLEC7A	ENSG00000172243	CLEC7A	protein_coding	12	10269376	10282868	-	10116777	10130258	-
Q9BXP2	SLC12A9	Solute carrier family 12 member 9	Q9BXP2	SLC12A9	56996	SLC12A9	HGNC:17435	SLC12A9	ENSG00000146828	SLC12A9	protein_coding	7	100450341	100464634	+	100826820	100867010	+
Q9BXP5	SRRT	Serrate RNA effector molecule homolog	Q9BXP5	SRRT	51593	SRRT	HGNC:24101	SRRT	ENSG00000087087	SRRT	protein_coding	7	100472701	100486285	+	100875103	100888664	+
Q9BXR6	CFHR5	Complement factor H-related protein 5	Q9BXR6	CFHR5	81494	CFHR5	HGNC:24668	CFHR5	ENSG00000134389	CFHR5	protein_coding	1	196946667	196978803	+	196975010	197009678	+
Q9BXS1	IDI2	Isopentenyl-diphosphate delta-isomerase 2	Q9BXS1	IDI2	91734	IDI2	HGNC:23487	IDI2	ENSG00000148377	IDI2	protein_coding	10	1064847	1071799	-	1018910	1025859	-
Q9BXT8	RNF17	RING finger protein 17	Q9BXT8	RNF17	56163	RNF17	HGNC:10060	RNF17	ENSG00000132972	RNF17	protein_coding	13	25338301	25454058	+	24747658	24879921	+
Q9BXU0	TEX12	Testis-expressed protein 12	Q9BXU0	TEX12	56158	TEX12	HGNC:11734	TEX12	ENSG00000150783	TEX12	protein_coding	11	112038095	112043279	+	112167372	112172556	+
Q9BXU3	TEX13A	Testis-expressed protein 13A	Q9BXU3	TEX13A	56157	TEX13A	HGNC:11735	TEX13A	ENSG00000268629	TEX13A	protein_coding	X	104463611	104465358	-	105218929	105220694	-
Q9BXY4	RSPO3	R-spondin-3	Q9BXY4	RSPO3	84870	RSPO3	HGNC:20866	RSPO3	ENSG00000146374	RSPO3	protein_coding	6	127440048	127518910	+	127118671	127199481	+
Q9BY14	TEX101	Testis-expressed protein 101	Q9BY14	TEX101	83639	TEX101	HGNC:30722	TEX101	ENSG00000131126	TEX101	protein_coding	19	43892763	43922767	+	43401496	43418597	+
Q9BY15	ADGRE3	Adhesion G protein-coupled receptor E3	Q9BY15	ADGRE3	84658	ADGRE3	HGNC:23647	ADGRE3	ENSG00000131355	ADGRE3	protein_coding	19	14730051	14785730	-	14619117	14690027	-
Q9BY32	ITPA	Inosine triphosphate pyrophosphatase	Q9BY32	ITPA	3704	ITPA	HGNC:6176	ITPA	ENSG00000125877	ITPA	protein_coding	20	3189514	3204516	+	3208868	3223870	+
Q9BY41	HDAC8	Histone deacetylase 8	Q9BY41	HDAC8	55869	HDAC8	HGNC:13315	HDAC8	ENSG00000147099	HDAC8	protein_coding	X	71549366	71792953	-	72301691	72573101	-
Q9BY42	RTF2	Replication termination factor 2	Q9BY42	RTF2	51507	RTF2	HGNC:15890	RTF2	ENSG00000022277	RTF2	protein_coding	20	55043647	55093942	+	56468585	56519449	+
Q9BY49	PECR	Peroxisomal trans-2-enoyl-CoA reductase	Q9BY49	PECR	55825	PECR	HGNC:18281	PECR	ENSG00000115425	PECR	protein_coding	2	216861029	216946539	-	215996329	216082955	-
Q9BY66	KDM5D	Lysine-specific demethylase 5D	Q9BY66	KDM5D	8284	KDM5D	HGNC:11115	KDM5D	ENSG00000012817	KDM5D	protein_coding	Y	21867301	21906825	-	19703865	19744939	-
Q9BY71	LRRC3	Leucine-rich repeat-containing protein 3	Q9BY71	LRRC3	81543	LRRC3	HGNC:14965	LRRC3	ENSG00000160233	LRRC3	protein_coding	21	45875393	45878739	+	44455510	44462196	+
Q9BY76	ANGPTL4	Angiopoietin-related protein 4	Q9BY76	ANGPTL4	51129	ANGPTL4	HGNC:16039	ANGPTL4	ENSG00000167772	ANGPTL4	protein_coding	19	8429011	8439257	+	8363299	8374370	+
Q9BY77	POLDIP3	Polymerase delta-interacting protein 3	Q9BY77	POLDIP3	84271	POLDIP3	HGNC:23782	POLDIP3	ENSG00000100227	POLDIP3	protein_coding	22	42979727	43010962	-	42583721	42627688	-
Q9BY79	MFRP	Membrane frizzled-related protein	Q9BY79	MFRP	83552	MFRP	HGNC:18121	MFRP	ENSG00000235718	MFRP	protein_coding	11	119209652	119217383	-	NA	NA	NA
Q9BYC5	FUT8	Alpha-(1,6)-fucosyltransferase	Q9BYC5	FUT8	2530	FUT8	HGNC:4019	FUT8	ENSG00000033170	FUT8	protein_coding	14	65877310	66210839	+	65410592	65744121	+
Q9BYE0	HES7	Transcription factor HES-7	Q9BYE0	HES7	84667	HES7	HGNC:15977	HES7	ENSG00000179111	HES7	protein_coding	17	8023908	8027410	-	8120592	8124106	-
Q9BYE9	CDHR2	Cadherin-related family member 2	Q9BYE9	CDHR2	54825	CDHR2	HGNC:18231	CDHR2	ENSG00000074276	CDHR2	protein_coding	5	175969512	176022769	+	176542511	176595974	+
Q9BYF1	ACE2	Angiotensin-converting enzyme 2	Q9BYF1	ACE2	59272	ACE2	HGNC:13557	ACE2	ENSG00000130234	ACE2	protein_coding	X	15579156	15620192	-	15494566	15675608	-
Q9BYG5	PARD6B	Partitioning defective 6 homolog beta	Q9BYG5	PARD6B	84612	PARD6B	HGNC:16245	PARD6B	ENSG00000124171	PARD6B	protein_coding	20	49348081	49370278	+	50731580	50756795	+
Q9BYH1	SEZ6L	Seizure 6-like protein	Q9BYH1	SEZ6L	23544	SEZ6L	HGNC:10763	SEZ6L	ENSG00000100095	SEZ6L	protein_coding	22	26565440	26779563	+	26169462	26383597	+
Q9BYJ0	FGFBP2	Fibroblast growth factor-binding protein 2	Q9BYJ0	FGFBP2	83888	FGFBP2	HGNC:29451	FGFBP2	ENSG00000137441	FGFBP2	protein_coding	4	15961863	15964859	-	15960245	15969309	-
Q9BYK8	HELZ2	Helicase with zinc finger domain 2	Q9BYK8	HELZ2	85441	HELZ2	HGNC:30021	HELZ2	ENSG00000130589	HELZ2	protein_coding	20	62189439	62205592	-	63558086	63574239	-
Q9BYP7	WNK3	Serine/threonine-protein kinase WNK3	Q9BYP7	WNK3	65267	WNK3	HGNC:14543	WNK3	ENSG00000196632	WNK3	protein_coding	X	54219256	54384438	-	54192823	54358642	-
Q9BYT3	STK33	Serine/threonine-protein kinase 33	Q9BYT3	STK33	65975	STK33	HGNC:14568	STK33	ENSG00000130413	STK33	protein_coding	11	8413418	8615775	-	8391868	8594289	-
Q9BYV2	TRIM54	Tripartite motif-containing protein 54	Q9BYV2	TRIM54	57159	TRIM54	HGNC:16008	TRIM54	ENSG00000138100	TRIM54	protein_coding	2	27505297	27530307	+	27282429	27307439	+
Q9BYX2	TBC1D2	TBC1 domain family member 2A	Q9BYX2	TBC1D2	55357	TBC1D2	HGNC:18026	TBC1D2	ENSG00000095383	TBC1D2	protein_coding	9	100961280	101018003	-	98199011	98255649	-
Q9BYX4	IFIH1	Interferon-induced helicase C domain-containing protein 1	Q9BYX4	IFIH1	64135	IFIH1	HGNC:18873	IFIH1	ENSG00000115267	IFIH1	protein_coding	2	163123589	163175218	-	162267074	162318684	-
Q9BYX7	POTEKP	Putative beta-actin-like protein 3	NA	NA	NA	NA	NA	NA	ENSG00000204434	NA	NA	2	NA	NA	NA	NA	NA	NA
Q9BYZ8	REG4	Regenerating islet-derived protein 4	Q9BYZ8	REG4	83998	REG4	HGNC:22977	REG4	ENSG00000134193	REG4	protein_coding	1	120336641	120354203	-	119794017	119811580	-
Q9BZ29	DOCK9	Dedicator of cytokinesis protein 9	Q9BZ29	DOCK9	23348	DOCK9	HGNC:14132	DOCK9	ENSG00000088387	DOCK9	protein_coding	13	99445741	99738660	-	98793429	99086625	-
Q9BZ67	FRMD8	FERM domain-containing protein 8	Q9BZ67	FRMD8	83786	FRMD8	HGNC:25462	FRMD8	ENSG00000126391	FRMD8	protein_coding	11	65154041	65180995	+	65367438	65426513	+
Q9BZA5	TXLNGY	Putative gamma-taxilin 2	NA	NA	NA	NA	NA	NA	ENSG00000131002	NA	NA	Y	NA	NA	NA	NA	NA	NA
Q9BZC1	CELF4	CUGBP Elav-like family member 4	Q9BZC1	CELF4	56853	CELF4	HGNC:14015	CELF4	ENSG00000101489	CELF4	protein_coding	18	34823008	35146000	-	37243040	37565827	-
Q9BZC7	ABCA2	ATP-binding cassette sub-family A member 2	Q9BZC7	ABCA2	20	ABCA2	HGNC:32	ABCA2	ENSG00000107331	ABCA2	protein_coding	9	139901686	139923374	-	137007234	137028915	-
Q9BZE7	C22orf23	UPF0193 protein EVG1	Q9BZE7	C22orf23	84645	C22orf23	HGNC:18589	C22orf23	ENSG00000128346	C22orf23	protein_coding	22	38339057	38349676	-	37943050	37953669	-
Q9BZE9	ASPSCR1	Tether containing UBX domain for GLUT4	Q9BZE9	ASPSCR1	79058	ASPSCR1	HGNC:13825	ASPSCR1	ENSG00000169696	ASPSCR1	protein_coding	17	79935426	79975282	+	81976807	82017406	+
Q9BZF9	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	Q9BZF9	UACA	55075	UACA	HGNC:15947	UACA	ENSG00000137831	UACA	protein_coding	15	70946893	71055850	-	70654554	70778868	-
Q9BZI7	UPF3B	Regulator of nonsense transcripts 3B	Q9BZI7	UPF3B	65109	UPF3B	HGNC:20439	UPF3B	ENSG00000125351	UPF3B	protein_coding	X	118967989	118986991	-	119834022	119852998	-
Q9BZJ3	TPSD1	Tryptase delta	Q9BZJ3	TPSD1	23430	TPSD1	HGNC:14118	TPSD1	ENSG00000095917	TPSD1	protein_coding	16	1306273	1308494	+	1256059	1259008	+
Q9BZL6	PRKD2	Serine/threonine-protein kinase D2	Q9BZL6	PRKD2	25865	PRKD2	HGNC:17293	PRKD2	ENSG00000105287	PRKD2	protein_coding	19	47177573	47220384	-	46674275	46717127	-
Q9BZM1	PLA2G12A	Group XIIA secretory phospholipase A2	Q9BZM1	PLA2G12A	81579	PLA2G12A	HGNC:18554	PLA2G12A	ENSG00000123739	PLA2G12A	protein_coding	4	110631145	110651242	-	109709989	109730070	-
Q9BZM5	RAET1L	UL16-binding protein 2/6	NA	ULBP2	80328	ULBP2	HGNC:14894	ULBP2	ENSG00000131015	ULBP2	protein_coding	6	150263136	150270368	+	149942014	149949235	+
Q9BZR6	RTN4R	Reticulon-4 receptor	Q9BZR6	RTN4R	65078	RTN4R	HGNC:18601	RTN4R	ENSG00000040608	RTN4R	protein_coding	22	20228938	20255816	-	20241415	20283246	-
Q9BZV1	UBXN6	UBX domain-containing protein 6	Q9BZV1	UBXN6	80700	UBXN6	HGNC:14928	UBXN6	ENSG00000167671	UBXN6	protein_coding	19	4445003	4457791	-	4444999	4457794	-
Q9BZW2	SLC13A1	Solute carrier family 13 member 1	Q9BZW2	SLC13A1	6561	SLC13A1	HGNC:10916	SLC13A1	ENSG00000081800	SLC13A1	protein_coding	7	122753588	122840025	-	123113531	123199972	-
Q9BZW7	TSGA10	Testis-specific gene 10 protein	Q9BZW7	TSGA10	80705	TSGA10	HGNC:14927	TSGA10	ENSG00000135951	TSGA10	protein_coding	2	99613724	99771187	-	98997261	99154964	-
Q9BZW8	CD244	Natural killer cell receptor 2B4	Q9BZW8	CD244	51744	CD244	HGNC:18171	CD244	ENSG00000122223	CD244	protein_coding	1	160799950	160832692	-	160830160	160862887	-
Q9BZY9	TRIM31	E3 ubiquitin-protein ligase TRIM31	Q9BZY9	TRIM31	11074	TRIM31	HGNC:16289	TRIM31	ENSG00000204616	TRIM31	protein_coding	6	30070674	30080867	-	30102897	30113090	-
Q9BZZ2	SIGLEC1	Sialoadhesin	Q9BZZ2	SIGLEC1	6614	SIGLEC1	HGNC:11127	SIGLEC1	ENSG00000088827	SIGLEC1	protein_coding	20	3667617	3687775	-	3686970	3712600	-
Q9C005	DPY30	Protein dpy-30 homolog	Q9C005	DPY30	84661	DPY30	HGNC:24590	DPY30	ENSG00000162961	DPY30	protein_coding	2	32248972	32264862	-	32011886	32039805	-
Q9C035	TRIM5	Tripartite motif-containing protein 5	Q9C035	TRIM5	85363	TRIM5	HGNC:16276	TRIM5	ENSG00000132256	TRIM5	protein_coding	11	5684425	5959849	-	5254392	5938619	-
Q9C098	DCLK3	Serine/threonine-protein kinase DCLK3	Q9C098	DCLK3	85443	DCLK3	HGNC:19005	DCLK3	ENSG00000163673	DCLK3	protein_coding	3	36753913	36781352	-	36712421	36764553	-
Q9C099	LRRCC1	Leucine-rich repeat and coiled-coil domain-containing protein 1	Q9C099	LRRCC1	85444	LRRCC1	HGNC:29373	LRRCC1	ENSG00000133739	LRRCC1	protein_coding	8	86019323	86058314	+	85107215	85146080	+
Q9C0A6	SETD5	Histone-lysine N-methyltransferase SETD5	Q9C0A6	SETD5	55209	SETD5	HGNC:25566	SETD5	ENSG00000168137	SETD5	protein_coding	3	9439403	9519838	+	9397615	9479240	+
Q9C0B1	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	Q9C0B1	FTO	79068	FTO	HGNC:24678	FTO	ENSG00000140718	FTO	protein_coding	16	53737875	54148379	+	53701692	54153448	+
Q9C0B2	CFAP74	Cilia- and flagella-associated protein 74	Q9C0B2	CFAP74	85452	CFAP74	HGNC:29368	CFAP74	ENSG00000142609	CFAP74	protein_coding	1	1884752	1935276	-	1921951	2003837	-
Q9C0B9	ZCCHC2	Zinc finger CCHC domain-containing protein 2	Q9C0B9	ZCCHC2	54877	ZCCHC2	HGNC:22916	ZCCHC2	ENSG00000141664	ZCCHC2	protein_coding	18	60190658	60253962	+	62523025	62587709	+
Q9C0C2	TNKS1BP1	182 kDa tankyrase-1-binding protein	Q9C0C2	TNKS1BP1	85456	TNKS1BP1	HGNC:19081	TNKS1BP1	ENSG00000149115	TNKS1BP1	protein_coding	11	57067103	57092413	-	57299638	57324952	-
Q9C0C4	SEMA4C	Semaphorin-4C	Q9C0C4	SEMA4C	54910	SEMA4C	HGNC:10731	SEMA4C	ENSG00000168758	SEMA4C	protein_coding	2	97525473	97535735	-	96859718	96870757	-
Q9C0C6	CIPC	CLOCK-interacting pacemaker	Q9C0C6	CIPC	85457	CIPC	HGNC:20365	CIPC	ENSG00000198894	CIPC	protein_coding	14	77564578	77583630	+	77098126	77117287	+
Q9C0D0	PHACTR1	Phosphatase and actin regulator 1	Q9C0D0	PHACTR1	221692	PHACTR1	HGNC:20990	PHACTR1	ENSG00000112137	PHACTR1	protein_coding	6	12717037	13288075	+	12716312	13290446	+
Q9C0D5	TANC1	Protein TANC1	Q9C0D5	TANC1	85461	TANC1	HGNC:29364	TANC1	ENSG00000115183	TANC1	protein_coding	2	159825146	160089170	+	158968640	159232659	+
Q9C0E4	GRIP2	Glutamate receptor-interacting protein 2	Q9C0E4	GRIP2	80852	GRIP2	HGNC:23841	GRIP2	ENSG00000144596	GRIP2	protein_coding	3	14530619	14583588	-	14489107	14556075	-
